,date,year,month,region,country,no_of_visitor_arrivals,decade,season
5869,1996-09-01,1996,9,Europe,Switzerland,4418,90s,Southwest Monsoon (Jun-Sept)
5870,1996-09-01,1996,9,Europe,Austria,1592,90s,Southwest Monsoon (Jun-Sept)
5871,1996-09-01,1996,9,Europe,Scandinavia,5727,90s,Southwest Monsoon (Jun-Sept)
5872,1996-09-01,1996,9,Europe,CIS & Eastern Europe,3361,90s,Southwest Monsoon (Jun-Sept)
5873,1996-09-01,1996,9,Americas,USA,27605,90s,Southwest Monsoon (Jun-Sept)
5874,1996-09-01,1996,9,Americas,Canada,4011,90s,Southwest Monsoon (Jun-Sept)
5875,1996-09-01,1996,9,Oceania,Australia,33247,90s,Southwest Monsoon (Jun-Sept)
5876,1996-09-01,1996,9,Oceania,New Zealand,7181,90s,Southwest Monsoon (Jun-Sept)
5878,1996-10-01,1996,10,Asia,Brunei,4079,90s,Inter-monsoon (Oct - Nov)
5879,1996-10-01,1996,10,Asia,Indonesia,86438,90s,Inter-monsoon (Oct - Nov)
5880,1996-10-01,1996,10,Asia,Malaysia,56312,90s,Inter-monsoon (Oct - Nov)
5881,1996-10-01,1996,10,Asia,Philippines,13157,90s,Inter-monsoon (Oct - Nov)
5882,1996-10-01,1996,10,Asia,Thailand,26526,90s,Inter-monsoon (Oct - Nov)
5883,1996-10-01,1996,10,Asia,Vietnam,1825,90s,Inter-monsoon (Oct - Nov)
5884,1996-10-01,1996,10,Asia,Japan,88760,90s,Inter-monsoon (Oct - Nov)
5885,1996-10-01,1996,10,Asia,Hong Kong,21742,90s,Inter-monsoon (Oct - Nov)
5886,1996-10-01,1996,10,Asia,"China, People's Republic Of",18084,90s,Inter-monsoon (Oct - Nov)
5887,1996-10-01,1996,10,Asia,Taiwan,38828,90s,Inter-monsoon (Oct - Nov)
5888,1996-10-01,1996,10,Asia,"Korea, Republic Of",25995,90s,Inter-monsoon (Oct - Nov)
5889,1996-10-01,1996,10,Asia,India,18674,90s,Inter-monsoon (Oct - Nov)
5890,1996-10-01,1996,10,Asia,Pakistan,3487,90s,Inter-monsoon (Oct - Nov)
5891,1996-10-01,1996,10,Asia,"Sri Lanka, Republic Of",3562,90s,Inter-monsoon (Oct - Nov)
5892,1996-10-01,1996,10,Asia,Saudi Arabia,870,90s,Inter-monsoon (Oct - Nov)
5893,1996-10-01,1996,10,Asia,Kuwait,208,90s,Inter-monsoon (Oct - Nov)
5894,1996-10-01,1996,10,Asia,United Arab Emirates,944,90s,Inter-monsoon (Oct - Nov)
5895,1996-10-01,1996,10,Europe,United Kingdom,29589,90s,Inter-monsoon (Oct - Nov)
5896,1996-10-01,1996,10,Europe,Germany,19584,90s,Inter-monsoon (Oct - Nov)
5897,1996-10-01,1996,10,Europe,France,5959,90s,Inter-monsoon (Oct - Nov)
5898,1996-10-01,1996,10,Europe,Italy,3265,90s,Inter-monsoon (Oct - Nov)
5899,1996-10-01,1996,10,Europe,Netherlands,6135,90s,Inter-monsoon (Oct - Nov)
5900,1996-10-01,1996,10,Europe,Greece,1172,90s,Inter-monsoon (Oct - Nov)
5901,1996-10-01,1996,10,Europe,Belgium-luxembourg,1858,90s,Inter-monsoon (Oct - Nov)
5902,1996-10-01,1996,10,Europe,Switzerland,6326,90s,Inter-monsoon (Oct - Nov)
5903,1996-10-01,1996,10,Europe,Austria,2114,90s,Inter-monsoon (Oct - Nov)
5904,1996-10-01,1996,10,Europe,Scandinavia,7743,90s,Inter-monsoon (Oct - Nov)
5905,1996-10-01,1996,10,Europe,CIS & Eastern Europe,3480,90s,Inter-monsoon (Oct - Nov)
5906,1996-10-01,1996,10,Americas,USA,32914,90s,Inter-monsoon (Oct - Nov)
5907,1996-10-01,1996,10,Americas,Canada,5323,90s,Inter-monsoon (Oct - Nov)
5908,1996-10-01,1996,10,Oceania,Australia,34093,90s,Inter-monsoon (Oct - Nov)
5909,1996-10-01,1996,10,Oceania,New Zealand,5577,90s,Inter-monsoon (Oct - Nov)
5911,1996-11-01,1996,11,Asia,Brunei,5083,90s,Inter-monsoon (Oct - Nov)
5912,1996-11-01,1996,11,Asia,Indonesia,82048,90s,Inter-monsoon (Oct - Nov)
5913,1996-11-01,1996,11,Asia,Malaysia,60006,90s,Inter-monsoon (Oct - Nov)
5914,1996-11-01,1996,11,Asia,Philippines,13209,90s,Inter-monsoon (Oct - Nov)
5915,1996-11-01,1996,11,Asia,Thailand,16730,90s,Inter-monsoon (Oct - Nov)
5916,1996-11-01,1996,11,Asia,Vietnam,1907,90s,Inter-monsoon (Oct - Nov)
5917,1996-11-01,1996,11,Asia,Japan,98198,90s,Inter-monsoon (Oct - Nov)
5918,1996-11-01,1996,11,Asia,Hong Kong,19259,90s,Inter-monsoon (Oct - Nov)
5919,1996-11-01,1996,11,Asia,"China, People's Republic Of",21241,90s,Inter-monsoon (Oct - Nov)
5920,1996-11-01,1996,11,Asia,Taiwan,40827,90s,Inter-monsoon (Oct - Nov)
5921,1996-11-01,1996,11,Asia,"Korea, Republic Of",27947,90s,Inter-monsoon (Oct - Nov)
5922,1996-11-01,1996,11,Asia,India,17083,90s,Inter-monsoon (Oct - Nov)
5923,1996-11-01,1996,11,Asia,Pakistan,2997,90s,Inter-monsoon (Oct - Nov)
5924,1996-11-01,1996,11,Asia,"Sri Lanka, Republic Of",3635,90s,Inter-monsoon (Oct - Nov)
5925,1996-11-01,1996,11,Asia,Saudi Arabia,749,90s,Inter-monsoon (Oct - Nov)
5926,1996-11-01,1996,11,Asia,Kuwait,265,90s,Inter-monsoon (Oct - Nov)
5927,1996-11-01,1996,11,Asia,United Arab Emirates,869,90s,Inter-monsoon (Oct - Nov)
5928,1996-11-01,1996,11,Europe,United Kingdom,30458,90s,Inter-monsoon (Oct - Nov)
5929,1996-11-01,1996,11,Europe,Germany,18668,90s,Inter-monsoon (Oct - Nov)
5930,1996-11-01,1996,11,Europe,France,5716,90s,Inter-monsoon (Oct - Nov)
5931,1996-11-01,1996,11,Europe,Italy,3225,90s,Inter-monsoon (Oct - Nov)
5932,1996-11-01,1996,11,Europe,Netherlands,5696,90s,Inter-monsoon (Oct - Nov)
5933,1996-11-01,1996,11,Europe,Greece,1005,90s,Inter-monsoon (Oct - Nov)
5934,1996-11-01,1996,11,Europe,Belgium-luxembourg,1689,90s,Inter-monsoon (Oct - Nov)
5935,1996-11-01,1996,11,Europe,Switzerland,6583,90s,Inter-monsoon (Oct - Nov)
5936,1996-11-01,1996,11,Europe,Austria,2735,90s,Inter-monsoon (Oct - Nov)
5937,1996-11-01,1996,11,Europe,Scandinavia,8726,90s,Inter-monsoon (Oct - Nov)
5938,1996-11-01,1996,11,Europe,CIS & Eastern Europe,4569,90s,Inter-monsoon (Oct - Nov)
5939,1996-11-01,1996,11,Americas,USA,32954,90s,Inter-monsoon (Oct - Nov)
5940,1996-11-01,1996,11,Americas,Canada,6133,90s,Inter-monsoon (Oct - Nov)
5941,1996-11-01,1996,11,Oceania,Australia,28433,90s,Inter-monsoon (Oct - Nov)
5942,1996-11-01,1996,11,Oceania,New Zealand,4957,90s,Inter-monsoon (Oct - Nov)
5944,1996-12-01,1996,12,Asia,Brunei,9864,90s,Northeast Monsoon (Dec-Feb)
5945,1996-12-01,1996,12,Asia,Indonesia,123879,90s,Northeast Monsoon (Dec-Feb)
5946,1996-12-01,1996,12,Asia,Malaysia,76733,90s,Northeast Monsoon (Dec-Feb)
5947,1996-12-01,1996,12,Asia,Philippines,14619,90s,Northeast Monsoon (Dec-Feb)
5948,1996-12-01,1996,12,Asia,Thailand,23054,90s,Northeast Monsoon (Dec-Feb)
5949,1996-12-01,1996,12,Asia,Vietnam,2160,90s,Northeast Monsoon (Dec-Feb)
5950,1996-12-01,1996,12,Asia,Japan,104291,90s,Northeast Monsoon (Dec-Feb)
5951,1996-12-01,1996,12,Asia,Hong Kong,23599,90s,Northeast Monsoon (Dec-Feb)
5952,1996-12-01,1996,12,Asia,"China, People's Republic Of",22526,90s,Northeast Monsoon (Dec-Feb)
5953,1996-12-01,1996,12,Asia,Taiwan,38958,90s,Northeast Monsoon (Dec-Feb)
5954,1996-12-01,1996,12,Asia,"Korea, Republic Of",33228,90s,Northeast Monsoon (Dec-Feb)
5955,1996-12-01,1996,12,Asia,India,16593,90s,Northeast Monsoon (Dec-Feb)
5956,1996-12-01,1996,12,Asia,Pakistan,3475,90s,Northeast Monsoon (Dec-Feb)
5957,1996-12-01,1996,12,Asia,"Sri Lanka, Republic Of",4918,90s,Northeast Monsoon (Dec-Feb)
5958,1996-12-01,1996,12,Asia,Saudi Arabia,1035,90s,Northeast Monsoon (Dec-Feb)
5959,1996-12-01,1996,12,Asia,Kuwait,363,90s,Northeast Monsoon (Dec-Feb)
5960,1996-12-01,1996,12,Asia,United Arab Emirates,1190,90s,Northeast Monsoon (Dec-Feb)
5961,1996-12-01,1996,12,Europe,United Kingdom,26594,90s,Northeast Monsoon (Dec-Feb)
5962,1996-12-01,1996,12,Europe,Germany,14097,90s,Northeast Monsoon (Dec-Feb)
5963,1996-12-01,1996,12,Europe,France,5905,90s,Northeast Monsoon (Dec-Feb)
5964,1996-12-01,1996,12,Europe,Italy,3065,90s,Northeast Monsoon (Dec-Feb)
5965,1996-12-01,1996,12,Europe,Netherlands,5132,90s,Northeast Monsoon (Dec-Feb)
5966,1996-12-01,1996,12,Europe,Greece,1223,90s,Northeast Monsoon (Dec-Feb)
5967,1996-12-01,1996,12,Europe,Belgium-luxembourg,2050,90s,Northeast Monsoon (Dec-Feb)
5968,1996-12-01,1996,12,Europe,Switzerland,5706,90s,Northeast Monsoon (Dec-Feb)
5969,1996-12-01,1996,12,Europe,Austria,1975,90s,Northeast Monsoon (Dec-Feb)
5970,1996-12-01,1996,12,Europe,Scandinavia,7931,90s,Northeast Monsoon (Dec-Feb)
5971,1996-12-01,1996,12,Europe,CIS & Eastern Europe,4367,90s,Northeast Monsoon (Dec-Feb)
5972,1996-12-01,1996,12,Americas,USA,30199,90s,Northeast Monsoon (Dec-Feb)
5973,1996-12-01,1996,12,Americas,Canada,5851,90s,Northeast Monsoon (Dec-Feb)
5974,1996-12-01,1996,12,Oceania,Australia,29556,90s,Northeast Monsoon (Dec-Feb)
5975,1996-12-01,1996,12,Oceania,New Zealand,5495,90s,Northeast Monsoon (Dec-Feb)
5977,1997-01-01,1997,1,Asia,Brunei,4741,90s,Northeast Monsoon (Dec-Feb)
5978,1997-01-01,1997,1,Asia,Indonesia,86930,90s,Northeast Monsoon (Dec-Feb)
5979,1997-01-01,1997,1,Asia,Malaysia,51168,90s,Northeast Monsoon (Dec-Feb)
5980,1997-01-01,1997,1,Asia,Philippines,11778,90s,Northeast Monsoon (Dec-Feb)
5981,1997-01-01,1997,1,Asia,Thailand,17482,90s,Northeast Monsoon (Dec-Feb)
5982,1997-01-01,1997,1,Asia,Vietnam,1709,90s,Northeast Monsoon (Dec-Feb)
5983,1997-01-01,1997,1,Asia,Myanmar,2102,90s,Northeast Monsoon (Dec-Feb)
5984,1997-01-01,1997,1,Asia,Japan,101222,90s,Northeast Monsoon (Dec-Feb)
5985,1997-01-01,1997,1,Asia,Hong Kong,15974,90s,Northeast Monsoon (Dec-Feb)
5986,1997-01-01,1997,1,Asia,"China, People's Republic Of",22226,90s,Northeast Monsoon (Dec-Feb)
5987,1997-01-01,1997,1,Asia,Taiwan,32880,90s,Northeast Monsoon (Dec-Feb)
5988,1997-01-01,1997,1,Asia,"Korea, Republic Of",51670,90s,Northeast Monsoon (Dec-Feb)
5989,1997-01-01,1997,1,Asia,India,16077,90s,Northeast Monsoon (Dec-Feb)
5990,1997-01-01,1997,1,Asia,Pakistan,2701,90s,Northeast Monsoon (Dec-Feb)
5991,1997-01-01,1997,1,Asia,"Sri Lanka, Republic Of",3553,90s,Northeast Monsoon (Dec-Feb)
5992,1997-01-01,1997,1,Asia,Saudi Arabia,661,90s,Northeast Monsoon (Dec-Feb)
5993,1997-01-01,1997,1,Asia,Kuwait,161,90s,Northeast Monsoon (Dec-Feb)
5994,1997-01-01,1997,1,Asia,United Arab Emirates,893,90s,Northeast Monsoon (Dec-Feb)
5995,1997-01-01,1997,1,Europe,United Kingdom,28846,90s,Northeast Monsoon (Dec-Feb)
5996,1997-01-01,1997,1,Europe,Germany,14742,90s,Northeast Monsoon (Dec-Feb)
5997,1997-01-01,1997,1,Europe,France,5483,90s,Northeast Monsoon (Dec-Feb)
5998,1997-01-01,1997,1,Europe,Italy,3671,90s,Northeast Monsoon (Dec-Feb)
5999,1997-01-01,1997,1,Europe,Netherlands,5456,90s,Northeast Monsoon (Dec-Feb)
6000,1997-01-01,1997,1,Europe,Greece,1023,90s,Northeast Monsoon (Dec-Feb)
6001,1997-01-01,1997,1,Europe,Belgium-luxembourg,1751,90s,Northeast Monsoon (Dec-Feb)
6002,1997-01-01,1997,1,Europe,Switzerland,5102,90s,Northeast Monsoon (Dec-Feb)
6003,1997-01-01,1997,1,Europe,Austria,1964,90s,Northeast Monsoon (Dec-Feb)
6004,1997-01-01,1997,1,Europe,Scandinavia,9438,90s,Northeast Monsoon (Dec-Feb)
6005,1997-01-01,1997,1,Europe,CIS & Eastern Europe,5266,90s,Northeast Monsoon (Dec-Feb)
6006,1997-01-01,1997,1,Americas,USA,34682,90s,Northeast Monsoon (Dec-Feb)
6007,1997-01-01,1997,1,Americas,Canada,6356,90s,Northeast Monsoon (Dec-Feb)
6008,1997-01-01,1997,1,Oceania,Australia,35033,90s,Northeast Monsoon (Dec-Feb)
6009,1997-01-01,1997,1,Oceania,New Zealand,5411,90s,Northeast Monsoon (Dec-Feb)
6011,1997-02-01,1997,2,Asia,Brunei,4350,90s,Northeast Monsoon (Dec-Feb)
6012,1997-02-01,1997,2,Asia,Indonesia,122961,90s,Northeast Monsoon (Dec-Feb)
6013,1997-02-01,1997,2,Asia,Malaysia,60067,90s,Northeast Monsoon (Dec-Feb)
6014,1997-02-01,1997,2,Asia,Philippines,10946,90s,Northeast Monsoon (Dec-Feb)
6015,1997-02-01,1997,2,Asia,Thailand,17079,90s,Northeast Monsoon (Dec-Feb)
6016,1997-02-01,1997,2,Asia,Vietnam,1976,90s,Northeast Monsoon (Dec-Feb)
6017,1997-02-01,1997,2,Asia,Myanmar,1925,90s,Northeast Monsoon (Dec-Feb)
6018,1997-02-01,1997,2,Asia,Japan,94814,90s,Northeast Monsoon (Dec-Feb)
6019,1997-02-01,1997,2,Asia,Hong Kong,30591,90s,Northeast Monsoon (Dec-Feb)
6020,1997-02-01,1997,2,Asia,"China, People's Republic Of",20102,90s,Northeast Monsoon (Dec-Feb)
6021,1997-02-01,1997,2,Asia,Taiwan,54677,90s,Northeast Monsoon (Dec-Feb)
6022,1997-02-01,1997,2,Asia,"Korea, Republic Of",30742,90s,Northeast Monsoon (Dec-Feb)
6023,1997-02-01,1997,2,Asia,India,13001,90s,Northeast Monsoon (Dec-Feb)
6024,1997-02-01,1997,2,Asia,Pakistan,2307,90s,Northeast Monsoon (Dec-Feb)
6025,1997-02-01,1997,2,Asia,"Sri Lanka, Republic Of",2901,90s,Northeast Monsoon (Dec-Feb)
6026,1997-02-01,1997,2,Asia,Saudi Arabia,945,90s,Northeast Monsoon (Dec-Feb)
6027,1997-02-01,1997,2,Asia,Kuwait,336,90s,Northeast Monsoon (Dec-Feb)
6028,1997-02-01,1997,2,Asia,United Arab Emirates,860,90s,Northeast Monsoon (Dec-Feb)
6029,1997-02-01,1997,2,Europe,United Kingdom,29078,90s,Northeast Monsoon (Dec-Feb)
6030,1997-02-01,1997,2,Europe,Germany,15246,90s,Northeast Monsoon (Dec-Feb)
6031,1997-02-01,1997,2,Europe,France,5259,90s,Northeast Monsoon (Dec-Feb)
6032,1997-02-01,1997,2,Europe,Italy,2679,90s,Northeast Monsoon (Dec-Feb)
6033,1997-02-01,1997,2,Europe,Netherlands,4880,90s,Northeast Monsoon (Dec-Feb)
6034,1997-02-01,1997,2,Europe,Greece,737,90s,Northeast Monsoon (Dec-Feb)
6035,1997-02-01,1997,2,Europe,Belgium-luxembourg,1966,90s,Northeast Monsoon (Dec-Feb)
6036,1997-02-01,1997,2,Europe,Switzerland,4762,90s,Northeast Monsoon (Dec-Feb)
6037,1997-02-01,1997,2,Europe,Austria,2032,90s,Northeast Monsoon (Dec-Feb)
6038,1997-02-01,1997,2,Europe,Scandinavia,8586,90s,Northeast Monsoon (Dec-Feb)
6039,1997-02-01,1997,2,Europe,CIS & Eastern Europe,4490,90s,Northeast Monsoon (Dec-Feb)
6040,1997-02-01,1997,2,Americas,USA,30436,90s,Northeast Monsoon (Dec-Feb)
6041,1997-02-01,1997,2,Americas,Canada,5934,90s,Northeast Monsoon (Dec-Feb)
6042,1997-02-01,1997,2,Oceania,Australia,24058,90s,Northeast Monsoon (Dec-Feb)
6043,1997-02-01,1997,2,Oceania,New Zealand,3441,90s,Northeast Monsoon (Dec-Feb)
6045,1997-03-01,1997,3,Asia,Brunei,3739,90s,Inter-monsoon (Mar-May)
6046,1997-03-01,1997,3,Asia,Indonesia,90223,90s,Inter-monsoon (Mar-May)
6047,1997-03-01,1997,3,Asia,Malaysia,54780,90s,Inter-monsoon (Mar-May)
6048,1997-03-01,1997,3,Asia,Philippines,16024,90s,Inter-monsoon (Mar-May)
6049,1997-03-01,1997,3,Asia,Thailand,20685,90s,Inter-monsoon (Mar-May)
6050,1997-03-01,1997,3,Asia,Vietnam,1792,90s,Inter-monsoon (Mar-May)
6051,1997-03-01,1997,3,Asia,Myanmar,2378,90s,Inter-monsoon (Mar-May)
6052,1997-03-01,1997,3,Asia,Japan,115936,90s,Inter-monsoon (Mar-May)
6053,1997-03-01,1997,3,Asia,Hong Kong,26423,90s,Inter-monsoon (Mar-May)
6054,1997-03-01,1997,3,Asia,"China, People's Republic Of",19995,90s,Inter-monsoon (Mar-May)
6055,1997-03-01,1997,3,Asia,Taiwan,42163,90s,Inter-monsoon (Mar-May)
6056,1997-03-01,1997,3,Asia,"Korea, Republic Of",37501,90s,Inter-monsoon (Mar-May)
6057,1997-03-01,1997,3,Asia,India,17075,90s,Inter-monsoon (Mar-May)
6058,1997-03-01,1997,3,Asia,Pakistan,3804,90s,Inter-monsoon (Mar-May)
6059,1997-03-01,1997,3,Asia,"Sri Lanka, Republic Of",3691,90s,Inter-monsoon (Mar-May)
6060,1997-03-01,1997,3,Asia,Saudi Arabia,922,90s,Inter-monsoon (Mar-May)
6061,1997-03-01,1997,3,Asia,Kuwait,263,90s,Inter-monsoon (Mar-May)
6062,1997-03-01,1997,3,Asia,United Arab Emirates,997,90s,Inter-monsoon (Mar-May)
6063,1997-03-01,1997,3,Europe,United Kingdom,37596,90s,Inter-monsoon (Mar-May)
6064,1997-03-01,1997,3,Europe,Germany,19555,90s,Inter-monsoon (Mar-May)
6065,1997-03-01,1997,3,Europe,France,6319,90s,Inter-monsoon (Mar-May)
6066,1997-03-01,1997,3,Europe,Italy,3147,90s,Inter-monsoon (Mar-May)
6067,1997-03-01,1997,3,Europe,Netherlands,5417,90s,Inter-monsoon (Mar-May)
6068,1997-03-01,1997,3,Europe,Greece,1045,90s,Inter-monsoon (Mar-May)
6069,1997-03-01,1997,3,Europe,Belgium-luxembourg,1818,90s,Inter-monsoon (Mar-May)
6070,1997-03-01,1997,3,Europe,Switzerland,5224,90s,Inter-monsoon (Mar-May)
6071,1997-03-01,1997,3,Europe,Austria,2100,90s,Inter-monsoon (Mar-May)
6072,1997-03-01,1997,3,Europe,Scandinavia,9355,90s,Inter-monsoon (Mar-May)
6073,1997-03-01,1997,3,Europe,CIS & Eastern Europe,4402,90s,Inter-monsoon (Mar-May)
6074,1997-03-01,1997,3,Americas,USA,36114,90s,Inter-monsoon (Mar-May)
6075,1997-03-01,1997,3,Americas,Canada,6372,90s,Inter-monsoon (Mar-May)
6076,1997-03-01,1997,3,Oceania,Australia,29883,90s,Inter-monsoon (Mar-May)
6077,1997-03-01,1997,3,Oceania,New Zealand,5005,90s,Inter-monsoon (Mar-May)
6079,1997-04-01,1997,4,Asia,Brunei,3969,90s,Inter-monsoon (Mar-May)
6080,1997-04-01,1997,4,Asia,Indonesia,88338,90s,Inter-monsoon (Mar-May)
6081,1997-04-01,1997,4,Asia,Malaysia,59677,90s,Inter-monsoon (Mar-May)
6082,1997-04-01,1997,4,Asia,Philippines,15666,90s,Inter-monsoon (Mar-May)
6083,1997-04-01,1997,4,Asia,Thailand,29631,90s,Inter-monsoon (Mar-May)
6084,1997-04-01,1997,4,Asia,Vietnam,1823,90s,Inter-monsoon (Mar-May)
6085,1997-04-01,1997,4,Asia,Myanmar,2640,90s,Inter-monsoon (Mar-May)
6086,1997-04-01,1997,4,Asia,Japan,81059,90s,Inter-monsoon (Mar-May)
6087,1997-04-01,1997,4,Asia,Hong Kong,19824,90s,Inter-monsoon (Mar-May)
6088,1997-04-01,1997,4,Asia,"China, People's Republic Of",20813,90s,Inter-monsoon (Mar-May)
6089,1997-04-01,1997,4,Asia,Taiwan,44600,90s,Inter-monsoon (Mar-May)
6090,1997-04-01,1997,4,Asia,"Korea, Republic Of",19877,90s,Inter-monsoon (Mar-May)
6091,1997-04-01,1997,4,Asia,India,18352,90s,Inter-monsoon (Mar-May)
6092,1997-04-01,1997,4,Asia,Pakistan,2953,90s,Inter-monsoon (Mar-May)
6093,1997-04-01,1997,4,Asia,"Sri Lanka, Republic Of",4333,90s,Inter-monsoon (Mar-May)
6094,1997-04-01,1997,4,Asia,Saudi Arabia,1439,90s,Inter-monsoon (Mar-May)
6095,1997-04-01,1997,4,Asia,Kuwait,329,90s,Inter-monsoon (Mar-May)
6096,1997-04-01,1997,4,Asia,United Arab Emirates,1115,90s,Inter-monsoon (Mar-May)
6097,1997-04-01,1997,4,Europe,United Kingdom,30933,90s,Inter-monsoon (Mar-May)
6098,1997-04-01,1997,4,Europe,Germany,18185,90s,Inter-monsoon (Mar-May)
6099,1997-04-01,1997,4,Europe,France,6705,90s,Inter-monsoon (Mar-May)
6100,1997-04-01,1997,4,Europe,Italy,2929,90s,Inter-monsoon (Mar-May)
6101,1997-04-01,1997,4,Europe,Netherlands,4996,90s,Inter-monsoon (Mar-May)
6102,1997-04-01,1997,4,Europe,Greece,982,90s,Inter-monsoon (Mar-May)
6103,1997-04-01,1997,4,Europe,Belgium-luxembourg,1685,90s,Inter-monsoon (Mar-May)
6104,1997-04-01,1997,4,Europe,Switzerland,5092,90s,Inter-monsoon (Mar-May)
6105,1997-04-01,1997,4,Europe,Austria,1893,90s,Inter-monsoon (Mar-May)
6106,1997-04-01,1997,4,Europe,Scandinavia,7403,90s,Inter-monsoon (Mar-May)
6107,1997-04-01,1997,4,Europe,CIS & Eastern Europe,3667,90s,Inter-monsoon (Mar-May)
6108,1997-04-01,1997,4,Americas,USA,32040,90s,Inter-monsoon (Mar-May)
6109,1997-04-01,1997,4,Americas,Canada,4960,90s,Inter-monsoon (Mar-May)
6110,1997-04-01,1997,4,Oceania,Australia,26843,90s,Inter-monsoon (Mar-May)
6111,1997-04-01,1997,4,Oceania,New Zealand,6013,90s,Inter-monsoon (Mar-May)
6113,1997-05-01,1997,5,Asia,Brunei,5509,90s,Inter-monsoon (Mar-May)
6114,1997-05-01,1997,5,Asia,Indonesia,83521,90s,Inter-monsoon (Mar-May)
6115,1997-05-01,1997,5,Asia,Malaysia,65487,90s,Inter-monsoon (Mar-May)
6116,1997-05-01,1997,5,Asia,Philippines,16418,90s,Inter-monsoon (Mar-May)
6117,1997-05-01,1997,5,Asia,Thailand,22094,90s,Inter-monsoon (Mar-May)
6118,1997-05-01,1997,5,Asia,Vietnam,1649,90s,Inter-monsoon (Mar-May)
6119,1997-05-01,1997,5,Asia,Myanmar,2582,90s,Inter-monsoon (Mar-May)
6120,1997-05-01,1997,5,Asia,Japan,74525,90s,Inter-monsoon (Mar-May)
6121,1997-05-01,1997,5,Asia,Hong Kong,18489,90s,Inter-monsoon (Mar-May)
6122,1997-05-01,1997,5,Asia,"China, People's Republic Of",27195,90s,Inter-monsoon (Mar-May)
6123,1997-05-01,1997,5,Asia,Taiwan,44301,90s,Inter-monsoon (Mar-May)
6124,1997-05-01,1997,5,Asia,"Korea, Republic Of",20632,90s,Inter-monsoon (Mar-May)
6125,1997-05-01,1997,5,Asia,India,25832,90s,Inter-monsoon (Mar-May)
6126,1997-05-01,1997,5,Asia,Pakistan,3301,90s,Inter-monsoon (Mar-May)
6127,1997-05-01,1997,5,Asia,"Sri Lanka, Republic Of",3801,90s,Inter-monsoon (Mar-May)
6128,1997-05-01,1997,5,Asia,Saudi Arabia,637,90s,Inter-monsoon (Mar-May)
6129,1997-05-01,1997,5,Asia,Kuwait,193,90s,Inter-monsoon (Mar-May)
6130,1997-05-01,1997,5,Asia,United Arab Emirates,772,90s,Inter-monsoon (Mar-May)
6131,1997-05-01,1997,5,Europe,United Kingdom,24766,90s,Inter-monsoon (Mar-May)
6132,1997-05-01,1997,5,Europe,Germany,14618,90s,Inter-monsoon (Mar-May)
6133,1997-05-01,1997,5,Europe,France,5886,90s,Inter-monsoon (Mar-May)
6134,1997-05-01,1997,5,Europe,Italy,2937,90s,Inter-monsoon (Mar-May)
6135,1997-05-01,1997,5,Europe,Netherlands,4790,90s,Inter-monsoon (Mar-May)
6136,1997-05-01,1997,5,Europe,Greece,925,90s,Inter-monsoon (Mar-May)
6137,1997-05-01,1997,5,Europe,Belgium-luxembourg,1594,90s,Inter-monsoon (Mar-May)
6138,1997-05-01,1997,5,Europe,Switzerland,4146,90s,Inter-monsoon (Mar-May)
6139,1997-05-01,1997,5,Europe,Austria,1333,90s,Inter-monsoon (Mar-May)
6140,1997-05-01,1997,5,Europe,Scandinavia,5968,90s,Inter-monsoon (Mar-May)
6141,1997-05-01,1997,5,Europe,CIS & Eastern Europe,3552,90s,Inter-monsoon (Mar-May)
6142,1997-05-01,1997,5,Americas,USA,30916,90s,Inter-monsoon (Mar-May)
6143,1997-05-01,1997,5,Americas,Canada,4722,90s,Inter-monsoon (Mar-May)
6144,1997-05-01,1997,5,Oceania,Australia,30443,90s,Inter-monsoon (Mar-May)
6145,1997-05-01,1997,5,Oceania,New Zealand,5699,90s,Inter-monsoon (Mar-May)
6147,1997-06-01,1997,6,Asia,Brunei,4842,90s,Southwest Monsoon (Jun-Sept)
6148,1997-06-01,1997,6,Asia,Indonesia,111073,90s,Southwest Monsoon (Jun-Sept)
6149,1997-06-01,1997,6,Asia,Malaysia,59035,90s,Southwest Monsoon (Jun-Sept)
6150,1997-06-01,1997,6,Asia,Philippines,13033,90s,Southwest Monsoon (Jun-Sept)
6151,1997-06-01,1997,6,Asia,Thailand,17245,90s,Southwest Monsoon (Jun-Sept)
6152,1997-06-01,1997,6,Asia,Vietnam,2153,90s,Southwest Monsoon (Jun-Sept)
6153,1997-06-01,1997,6,Asia,Myanmar,2605,90s,Southwest Monsoon (Jun-Sept)
6154,1997-06-01,1997,6,Asia,Japan,88117,90s,Southwest Monsoon (Jun-Sept)
6155,1997-06-01,1997,6,Asia,Hong Kong,19497,90s,Southwest Monsoon (Jun-Sept)
6156,1997-06-01,1997,6,Asia,"China, People's Republic Of",19459,90s,Southwest Monsoon (Jun-Sept)
6157,1997-06-01,1997,6,Asia,Taiwan,51044,90s,Southwest Monsoon (Jun-Sept)
6158,1997-06-01,1997,6,Asia,"Korea, Republic Of",19279,90s,Southwest Monsoon (Jun-Sept)
6159,1997-06-01,1997,6,Asia,India,21988,90s,Southwest Monsoon (Jun-Sept)
6160,1997-06-01,1997,6,Asia,Pakistan,3833,90s,Southwest Monsoon (Jun-Sept)
6161,1997-06-01,1997,6,Asia,"Sri Lanka, Republic Of",3573,90s,Southwest Monsoon (Jun-Sept)
